index,first_name,last_name,agency,weekly_hours_worked,hourly_wage,allocated_wage,pharmacy,dental,vision,unspecified,weekly_spending,weeks_in_program
17372,Joseph,Bowman,OneStop,39,2,74.88,66.13,351.34,165.0,241.42,58.85,14
17373,Donna,Grosvenor,Elim,16,4,61.44,35.61,105.43,117.56,638.53,37.38,24
17374,Luis,Roland,K,15,2,28.8,63.92,291.99,93.99,161.46,16.52,37
17375,Althea,Thompson,Elim,22,2,42.24,43.19,143.55,92.95,111.81,8.9,44
17376,Pinkie,Mahler,HomeAssist,21,1,20.16,198.72,93.74,196.02,660.15,30.23,38
17377,Iris,Seeds,NU,31,1,29.76,73.94,248.03,56.84,315.31,31.55,22
17378,Nathaniel,Wagoner,HomeAssist,34,4,130.56,199.27,626.08,235.93,675.62,64.33,27
17379,Angla,Martz,HomeAssist,34,4,130.56,78.85,428.36,368.02,828.49,47.33,36
17380,Penny,Hall,OneStop,12,1,11.52,17.82,485.33,78.46,525.7,31.64,35
17381,Maria,Stine,K,38,2,72.96,87.1,329.09,153.16,971.3,55.02,28
17382,Latonia,Hollenbach,Elim,11,3,31.68,172.59,300.51,154.97,759.44,47.85,29
17383,Kimberly,Wilder,NU,16,3,46.08,184.84,350.62,121.98,920.59,30.35,52
17384,Norma,Hicks,NU,17,2,32.64,140.55,131.93,101.87,322.06,30.28,23
17385,Darlene,Houghton,EverGreen,28,3,80.64,74.58,301.5,178.9,785.86,60.95,22
17386,Odilia,Margolis,NU,17,3,48.96,150.66,145.87,138.18,665.29,34.38,32
17387,Robert,Lawrence,NU,34,1,32.64,50.88,100.65,131.6,387.09,13.14,51
17388,Reena,Bertrand,K,35,2,67.2,51.63,291.41,138.89,182.04,20.75,32
17389,William,Hill,K,34,4,130.56,149.81,364.62,161.02,168.66,19.63,43
17390,Daniel,Brown,K,23,4,88.32,103.74,228.01,101.6,879.81,59.69,22
17391,Francine,Poirier,OneStop,15,4,57.6,158.08,58.18,68.02,879.21,89.5,13
17392,Martha,Alter,NU,30,3,86.4,73.89,444.87,177.27,737.11,102.37,14
17393,Isabel,Bohn,K,26,1,24.96,17.28,231.92,109.12,906.46,35.13,36
17394,Nancy,Hogue,K,23,3,66.24,189.57,466.0,134.31,192.44,37.78,26
17395,Glen,Keys,EverGreen,16,3,46.08,129.97,477.99,104.94,763.62,30.76,48
17396,Charles,Jennings,EverGreen,28,1,26.88,83.19,435.2,191.44,130.12,19.53,43
17397,Frances,Dueno,OneStop,32,3,92.16,144.89,430.96,77.01,932.0,105.66,15
17398,Marie,Clarke,OneStop,19,2,36.48,15.58,405.72,179.1,666.9,84.49,15
17399,Frederick,Ganser,EverGreen,29,3,83.52,145.83,137.17,163.8,260.58,20.81,34
17400,Eugene,Heath,EverGreen,25,1,24.0,121.55,51.01,113.19,263.85,10.57,52
17401,Jeffrey,Larios,Elim,11,2,21.12,128.62,235.42,117.4,518.81,20.41,49
17402,Caroline,Robinson,K,40,4,153.6,98.23,479.16,213.88,558.34,42.18,32
17403,Natasha,Burnsworth,HomeAssist,30,2,57.6,69.23,175.51,123.34,834.87,24.06,50
17404,Gina,Wallace,EverGreen,37,1,35.52,125.17,178.94,132.41,969.69,45.36,31
17405,Rose,Sears,OneStop,29,4,111.36,186.39,259.12,179.78,782.51,54.15,26
17406,Donna,Lambino,NU,11,2,21.12,113.58,334.87,61.49,450.62,30.99,31
17407,Jeff,Moll,HomeAssist,34,1,32.64,38.31,254.37,130.26,325.5,16.63,45
17408,Sonia,Buono,NU,28,3,80.64,58.66,104.33,147.61,263.18,19.13,30
17409,Jose,Davis,EverGreen,18,4,69.12,199.01,160.14,182.46,448.2,49.49,20
17410,Dale,Davis,Elim,20,3,57.6,34.09,168.72,106.19,653.75,24.69,39
17411,Loren,Ellis,K,33,2,63.36,36.24,362.97,126.78,917.56,65.62,22
17412,Kerri,Spellman,OneStop,15,2,28.8,176.21,267.48,158.55,800.77,32.63,43
17413,Frieda,Thomas,EverGreen,10,4,38.4,16.21,346.39,118.8,109.83,42.23,14
17414,Angel,Russell,HomeAssist,37,1,35.52,68.5,389.96,164.32,544.4,29.18,40
17415,Mike,Maples,NU,23,1,22.08,37.42,314.21,146.98,386.96,24.6,36
17416,Judith,Ehrlich,OneStop,18,2,34.56,191.28,424.58,184.38,718.43,30.99,49
17417,Patrick,Halladay,OneStop,23,2,44.16,145.29,411.37,99.84,641.92,54.1,24
17418,Julia,Walker,HomeAssist,23,2,44.16,194.37,350.71,68.91,484.8,57.83,19
17419,Jennifer,Statler,NU,37,2,71.04,15.41,324.01,147.04,773.46,40.64,31
17420,Dale,Johnson,NU,28,2,53.76,70.12,185.45,171.33,821.76,26.57,47
17421,Milton,Ferreira,Elim,31,4,119.04,157.46,747.63,102.69,883.04,40.23,47
17422,Dan,Pankey,Elim,17,3,48.96,25.35,50.39,105.87,333.17,12.87,40
17423,David,Seeman,EverGreen,40,3,115.2,173.82,462.92,492.49,746.38,69.47,27
17424,Diane,Espinoza,HomeAssist,15,1,14.4,92.64,371.06,143.29,480.77,51.8,21
17425,Verna,Kramer,HomeAssist,10,4,38.4,83.44,256.81,111.73,870.37,33.06,40
17426,Craig,Fritz,NU,37,3,106.56,57.34,305.58,122.67,982.03,47.34,31
17427,Doris,Fredrickson,Elim,31,3,89.28,90.68,188.91,80.67,994.86,37.64,36
17428,Patricia,Deleon,Elim,38,3,109.44,130.79,244.44,378.07,438.19,45.83,26
17429,Elizabeth,Walker,EverGreen,15,2,28.8,52.77,175.63,141.4,528.92,26.43,34
17430,Johnnie,Jacobs,HomeAssist,34,4,130.56,142.39,573.27,111.5,925.83,73.04,24
17431,Maryellen,Hendriks,K,21,3,60.48,156.28,50.66,112.63,809.75,21.72,52
17432,Petra,Smith,Elim,38,1,36.48,149.74,246.01,150.1,629.93,37.93,31
17433,Matthew,Miller,EverGreen,20,3,57.6,40.84,295.41,74.2,216.23,20.89,30
17434,Bettie,Ramos,EverGreen,37,1,35.52,195.09,499.81,156.0,697.86,64.53,24
17435,William,Brown,NU,40,1,38.4,50.08,90.98,97.35,669.5,30.26,30
17436,Roy,Waters,Elim,35,4,134.4,77.22,479.37,260.19,700.55,34.48,44
17437,Albert,Hall,HomeAssist,29,4,111.36,52.42,567.58,441.54,828.14,36.34,52
17438,Steven,Mccombs,Elim,21,3,60.48,142.93,293.94,78.2,682.83,28.52,42
17439,Cheryl,Meacham,NU,39,4,149.76,199.01,295.86,104.88,922.16,43.48,35
17440,Frank,Haller,EverGreen,32,1,30.72,32.38,106.28,117.06,757.71,26.67,38
17441,Carolyn,Rivera,K,38,1,36.48,47.14,120.72,100.86,904.29,30.87,38
17442,James,Lucas,HomeAssist,34,3,97.92,195.21,86.47,130.26,349.38,21.15,36
17443,Salvador,Hinostroza,OneStop,39,1,37.44,94.98,388.44,182.42,744.86,35.27,40
17444,Shannon,Mann,HomeAssist,29,4,111.36,69.98,262.57,268.4,565.98,68.64,17
17445,Hollie,Grogan,Elim,26,3,74.88,91.95,163.09,154.08,612.86,34.07,30
17446,Patty,Hart,EverGreen,24,1,23.04,188.22,457.49,125.25,819.34,69.14,23
17447,Bobby,Evangelista,OneStop,34,4,130.56,118.94,151.96,487.86,912.47,55.71,30
17448,Mark,Brooks,EverGreen,21,3,60.48,64.19,288.29,96.21,342.04,21.96,36
17449,Mabel,Hutsell,NU,10,4,38.4,15.9,449.56,195.56,594.43,24.62,51
17450,Clayton,Tucker,K,31,3,89.28,71.01,226.86,195.37,491.31,61.53,16
17451,Shawn,Mcfarland,Elim,36,3,103.68,192.82,818.68,206.6,431.57,65.99,25
17452,Becky,Franco,HomeAssist,31,2,59.52,50.53,227.28,141.06,795.43,30.36,40
17453,Bradford,Friday,HomeAssist,30,1,28.8,144.61,331.4,178.73,461.21,22.77,49
17454,Stephanie,Cowan,K,18,3,51.84,136.1,119.08,131.34,457.91,23.46,36
17455,Brandon,Kemp,K,40,4,153.6,23.49,378.08,392.99,374.3,28.51,41
17456,Robert,Peller,NU,17,1,16.32,25.89,305.99,193.09,404.59,18.97,49
17457,Deborah,Katz,HomeAssist,16,2,30.72,66.57,332.37,71.21,984.82,90.94,16
17458,James,Larkins,HomeAssist,20,4,76.8,137.46,287.69,144.11,717.09,29.24,44
17459,Christopher,Eaves,NU,35,3,100.8,140.88,723.76,230.33,336.8,84.22,17
17460,Tameka,Deangelis,NU,10,4,38.4,136.56,482.41,71.93,236.57,21.57,43
17461,Delphine,Nichols,EverGreen,24,3,69.12,49.15,342.01,156.14,267.61,62.69,13
17462,Sam,Orbin,K,37,3,106.56,143.05,285.13,259.42,800.47,28.62,52
17463,Karen,Kimble,HomeAssist,30,4,115.2,42.33,267.06,403.55,951.11,36.98,45
17464,James,Cotter,EverGreen,30,3,86.4,184.51,154.79,141.78,944.37,79.19,18
17465,Eartha,Bangert,HomeAssist,37,2,71.04,17.46,273.04,141.55,294.54,51.9,14
17466,Frank,Pulliam,EverGreen,12,3,34.56,199.71,246.01,185.7,281.41,19.42,47
17467,Leroy,Griffith,HomeAssist,19,1,18.24,83.94,236.76,50.99,868.11,26.95,46
17468,Alan,Kats,NU,15,2,28.8,117.23,218.48,109.66,607.15,23.92,44
17469,Ernest,Jones,K,38,3,109.44,131.0,152.82,390.04,963.01,62.96,26
17470,Tammy,Sample,Elim,37,2,71.04,133.29,280.54,113.96,744.22,79.5,16
17471,John,Peterson,K,16,1,15.36,135.52,66.67,129.18,234.48,29.78,19
17472,Carol,White,K,38,2,72.96,166.45,338.31,110.5,172.5,26.26,30
17473,Anna,Pettit,K,14,2,26.88,134.32,306.98,167.59,306.96,33.92,27
17474,Chang,Duarte,NU,39,1,37.44,81.6,246.75,107.89,881.67,26.36,50
17475,Wesley,Smith,K,36,4,138.24,148.67,830.38,469.36,978.0,56.43,43
17476,Manuel,Fowler,EverGreen,18,1,17.28,28.18,117.45,169.52,111.55,9.48,45
17477,Ronald,Winegarden,K,23,3,66.24,182.69,249.61,187.42,649.57,60.44,21
17478,Christopher,Belyoussian,OneStop,16,2,30.72,161.22,469.89,150.18,226.31,26.52,38
17479,Karen,Bruno,K,25,1,24.0,111.17,447.07,170.87,238.99,20.6,47
17480,Joyce,Labonte,OneStop,15,3,43.2,147.78,438.47,180.72,401.44,41.73,28
17481,Suzanne,Moore,OneStop,21,1,20.16,190.01,426.64,62.37,880.31,41.03,38
17482,Angela,Tauscher,HomeAssist,16,3,46.08,56.99,326.77,53.82,254.67,21.63,32
17483,Lewis,Rasmusson,HomeAssist,26,2,49.92,187.52,360.86,163.26,209.9,70.89,13
17484,Mary,Howell,OneStop,39,1,37.44,21.16,170.73,53.1,781.95,26.33,39
17485,Jeremy,Green,HomeAssist,37,4,142.08,66.37,300.24,166.38,428.97,64.13,15
17486,Martha,Grubbs,HomeAssist,19,2,36.48,180.5,180.1,182.01,326.57,18.9,46
17487,Lester,Saunders,OneStop,10,4,38.4,185.97,177.17,113.3,814.91,51.65,25
17488,Edna,Brink,EverGreen,13,2,24.96,70.57,329.65,100.92,602.84,26.93,41
17489,Wilbur,Reich,EverGreen,20,4,76.8,114.31,394.62,164.33,800.6,98.26,15
17490,Shirley,Waters,K,22,3,63.36,34.3,154.74,120.53,542.04,60.83,14
17491,Phillip,Simon,NU,35,1,33.6,104.07,312.01,156.39,194.75,51.15,15
17492,Dolores,West,HomeAssist,10,3,28.8,128.25,113.52,50.67,158.94,11.01,41
17493,Leslie,Gilbert,Elim,27,1,25.92,131.89,73.0,116.81,379.45,25.04,28
17494,Rosanne,Warren,K,39,1,37.44,171.47,191.89,178.18,667.97,24.19,50
17495,Roberta,Seymour,Elim,16,2,30.72,130.23,143.41,112.25,639.32,26.29,39
17496,Michael,Rushing,K,11,3,31.68,84.57,477.72,61.99,185.0,19.27,42
17497,Esperanza,Paterniti,NU,25,1,24.0,97.1,460.66,80.95,635.23,27.11,47
17498,James,Jackson,NU,29,2,55.68,129.58,239.27,138.94,163.16,51.61,13
17499,Rosa,Fletcher,NU,38,4,145.92,140.75,887.41,166.87,997.56,45.68,48
17500,Kyle,Back,OneStop,24,1,23.04,34.68,164.99,125.27,380.01,13.82,51
17501,Walter,Niederberger,EverGreen,16,2,30.72,155.2,456.14,121.05,619.13,79.5,17
17502,Rhonda,Ziglar,OneStop,24,2,46.08,39.01,260.7,185.22,342.75,29.56,28
17503,Steven,Moreno,HomeAssist,29,3,83.52,118.13,261.43,52.51,794.05,29.19,42
17504,Henry,Richard,EverGreen,30,4,115.2,30.72,351.88,475.7,796.19,110.3,15
17505,Karl,Mitchell,OneStop,27,4,103.68,14.55,178.11,190.72,207.0,13.73,43
17506,Eugene,Bradford,OneStop,35,1,33.6,128.52,470.26,98.65,678.79,59.84,23
17507,Martha,Gregg,HomeAssist,15,2,28.8,111.07,400.85,149.16,376.92,79.85,13
17508,Jeremy,Provencher,HomeAssist,17,4,65.28,97.1,341.23,55.72,592.15,60.34,18
17509,Melinda,Davis,NU,32,3,92.16,38.01,225.34,60.99,450.47,18.9,41
17510,Caroline,Beecher,HomeAssist,29,1,27.84,164.84,185.72,131.31,838.48,73.35,18
17511,Sean,Imhoff,OneStop,18,1,17.28,157.52,248.18,188.38,117.04,28.44,25
17512,Sylvia,Forrest,K,20,3,57.6,137.05,485.14,65.31,863.66,29.83,52
17513,Ryan,Fecteau,Elim,16,1,15.36,45.18,425.74,187.01,426.98,49.31,22
17514,Sandra,Buck,EverGreen,31,2,59.52,180.09,120.56,78.5,925.68,56.73,23
17515,Mary,Garrett,OneStop,30,1,28.8,151.13,296.98,80.02,634.68,77.52,15
17516,Louise,Barbetta,K,40,1,38.4,111.4,122.62,57.39,177.74,14.66,32
17517,Edward,Whitesell,OneStop,28,1,26.88,172.91,61.52,75.83,928.97,51.63,24
17518,Theodore,Sanches,OneStop,18,3,51.84,147.18,225.5,126.54,653.99,23.06,50
17519,Ida,Worthley,HomeAssist,29,2,55.68,105.98,283.63,99.6,372.29,33.13,26
17520,Mildred,Cruz,NU,23,3,66.24,133.94,386.65,187.88,697.5,63.91,22
17521,Kelly,Dart,HomeAssist,35,4,134.4,21.89,670.12,339.07,566.64,40.97,39
17522,Stephanie,Barkley,NU,29,3,83.52,67.33,463.19,76.9,807.04,83.2,17
17523,David,Demott,HomeAssist,33,3,95.04,107.74,492.23,113.23,976.48,80.46,21
17524,Jane,Hearne,NU,23,3,66.24,117.63,248.73,99.02,855.72,44.04,30
17525,Anthony,Nestor,HomeAssist,25,4,96.0,69.15,174.42,87.49,327.56,54.88,12
17526,Jimmy,Conley,NU,35,2,67.2,41.71,77.02,138.45,331.58,13.08,45
17527,Evelyn,Ethier,EverGreen,14,2,26.88,45.71,150.54,124.99,975.71,61.76,21
17528,Vincent,Snyder,EverGreen,29,3,83.52,47.26,53.56,87.36,497.95,16.34,42
17529,Joshua,Adrian,Elim,40,1,38.4,29.99,443.28,99.17,866.78,59.97,24
17530,John,Maclean,K,37,2,71.04,99.51,484.38,161.84,316.15,42.48,25
17531,Joshua,Jones,NU,27,3,77.76,82.28,244.94,151.29,692.06,27.87,42
17532,Maria,Corson,HomeAssist,32,3,92.16,62.65,244.2,188.78,519.7,33.84,30
17533,Nancy,Curry,OneStop,12,2,23.04,108.17,217.38,64.13,225.58,23.66,26
17534,Joe,Whitchurch,K,17,1,16.32,147.15,233.35,198.16,309.92,44.43,20
17535,Charles,Nalls,OneStop,33,1,31.68,63.05,146.06,148.64,922.45,60.96,21
17536,Thomas,Ardoin,NU,10,3,28.8,68.5,94.81,78.41,704.14,18.19,52
17537,Brad,Shepherd,HomeAssist,11,1,10.56,114.63,229.55,187.53,763.98,31.6,41
17538,Gwen,Windle,K,35,1,33.6,198.62,293.37,64.42,497.09,31.92,33
17539,Heather,Fagan,Elim,22,4,84.48,162.09,255.1,113.57,540.67,22.8,47
17540,Lavada,Cox,OneStop,34,3,97.92,137.13,248.75,146.71,173.69,24.35,29
17541,David,Caplan,HomeAssist,25,4,96.0,126.78,134.67,111.6,823.93,42.75,28
17542,David,Johnson,Elim,32,1,30.72,73.64,419.79,198.05,840.48,58.92,26
17543,James,Brown,NU,15,1,14.4,10.3,254.95,146.29,462.46,24.28,36
17544,Deborah,High,K,32,4,122.88,175.13,388.53,322.11,931.51,40.38,45
17545,Bonnie,Montague,EverGreen,30,1,28.8,124.84,278.53,63.0,997.56,28.15,52
17546,James,Martinez,K,35,4,134.4,87.63,462.88,142.69,951.74,40.12,41
17547,Christen,Neal,Elim,35,2,67.2,193.96,274.7,72.14,571.57,42.78,26
17548,Mary,Baremore,Elim,17,3,48.96,155.68,233.54,109.49,266.88,19.63,39
17549,Carol,Burrell,OneStop,35,1,33.6,18.16,382.0,101.95,957.22,30.4,48
17550,Hilton,Cannon,NU,11,3,31.68,161.81,331.01,76.14,549.45,26.63,42
17551,Candice,Lopez,K,30,3,86.4,99.95,125.64,73.92,268.36,18.32,31
17552,Marcella,Hawk,NU,30,1,28.8,16.56,94.06,195.33,343.93,28.26,23
17553,Blanche,Sands,EverGreen,21,3,60.48,163.82,176.9,87.82,330.6,44.66,17
17554,Michael,Kahle,EverGreen,32,3,92.16,137.88,228.77,191.75,956.14,38.83,39
17555,Robert,Abramowitz,K,32,2,61.44,63.25,234.71,97.76,608.35,52.85,19
17556,Charlotte,Gause,EverGreen,29,3,83.52,102.84,215.82,65.62,546.74,31.03,30
17557,Michael,Guglielmi,K,16,4,61.44,117.62,370.44,142.35,602.8,37.37,33
17558,Benito,Moore,OneStop,34,2,65.28,198.94,461.56,99.89,802.22,43.41,36
17559,Vernon,Mason,OneStop,11,3,31.68,65.9,375.07,122.25,163.27,29.06,25
17560,Jessie,Thomason,HomeAssist,19,3,54.72,15.12,65.18,156.97,600.94,18.63,45
17561,Rachel,Davis,K,20,1,19.2,107.01,88.49,77.38,667.64,36.17,26
17562,Norman,Cangelosi,HomeAssist,16,4,61.44,165.5,185.31,63.38,172.59,13.34,44
17563,Jeremy,Havenhill,Elim,11,1,10.56,130.3,76.21,130.12,224.26,15.58,36
17564,Kristina,Schutte,HomeAssist,26,2,49.92,130.56,259.85,109.17,125.5,12.76,49
17565,Vincent,Beckham,NU,22,1,21.12,147.59,451.84,155.25,764.52,49.01,31
17566,Donald,Granger,NU,38,3,109.44,131.98,246.43,317.39,106.98,38.23,21
17567,David,Phillips,K,17,4,65.28,170.66,109.42,129.61,375.37,39.25,20
17568,Melissa,Earp,OneStop,11,1,10.56,68.1,415.4,75.04,703.98,57.39,22
17569,Peggy,Dillard,Elim,33,1,31.68,162.74,226.38,97.45,762.86,37.86,33
17570,Monica,Velazquez,EverGreen,27,3,77.76,101.16,320.8,56.02,583.01,24.67,43
17571,Kenneth,Coleman,EverGreen,17,2,32.64,16.8,444.83,157.99,894.16,30.28,50
17572,Terri,Nastasi,NU,33,2,63.36,119.86,154.36,198.06,782.03,41.81,30
17573,Jessica,Smith,Elim,20,1,19.2,154.86,80.46,175.86,928.23,74.41,18
17574,Hazel,Jones,NU,27,2,51.84,92.35,450.59,117.47,822.16,49.42,30
17575,William,Raisley,K,20,3,57.6,130.8,53.59,57.02,603.71,24.86,34
17576,Carrie,Fritch,HomeAssist,11,4,42.24,78.94,440.93,135.53,992.97,44.55,37
17577,Victor,Kincaid,HomeAssist,21,1,20.16,107.44,179.72,154.82,639.58,45.06,24
17578,Philip,Dunn,OneStop,35,2,67.2,26.2,230.86,57.24,697.27,29.75,34
17579,Melinda,Mcgaughey,HomeAssist,15,3,43.2,57.13,470.99,119.15,283.44,20.68,45
17580,Samantha,Robinson,K,30,1,28.8,123.52,226.61,76.01,338.22,36.4,21
17581,Charles,West,Elim,10,1,9.6,42.52,303.99,76.86,569.09,22.05,45
17582,Virginia,Harr,EverGreen,16,3,46.08,115.9,284.88,182.56,513.4,54.84,20
17583,Joshua,Moeller,K,24,3,69.12,129.6,466.66,174.89,587.62,39.96,34
17584,Suzanne,Chavez,HomeAssist,29,1,27.84,24.06,175.89,141.46,286.06,41.83,15
17585,Mary,Jefferson,HomeAssist,14,3,40.32,38.96,383.23,63.36,433.14,21.87,42
17586,Kitty,Holly,OneStop,18,3,51.84,67.32,76.01,117.1,666.66,46.35,20
17587,Wilma,Richardson,HomeAssist,14,4,53.76,133.95,399.75,161.42,875.26,38.3,41
17588,Tijuana,Howard,NU,38,3,109.44,166.31,907.3,429.19,979.23,99.28,25
17589,Rick,Mcfarland,EverGreen,18,2,34.56,163.19,275.8,154.24,120.95,14.28,50
17590,Maria,Carroll,NU,40,1,38.4,105.49,93.99,170.54,641.73,84.31,12
17591,Marie,Wight,OneStop,26,4,99.84,154.04,192.92,172.91,317.78,20.43,41
17592,Della,Roberts,HomeAssist,17,3,48.96,14.16,436.42,74.3,478.16,22.29,45
17593,Jaime,Pedregon,K,21,3,60.48,91.18,159.95,52.9,457.48,15.54,49
17594,Rhoda,Phelps,K,20,1,19.2,45.25,164.03,103.32,404.71,18.39,39
17595,Andrea,Aldridge,OneStop,28,3,80.64,87.48,344.07,179.47,742.98,84.62,16
17596,Charles,Koon,K,35,2,67.2,132.94,64.82,69.98,867.85,29.88,38
17597,Eric,Reyes,OneStop,18,1,17.28,33.44,76.2,68.52,348.02,13.15,40
17598,Theresa,Getty,K,31,3,89.28,169.09,95.58,94.25,772.69,41.91,27
17599,John,Rodriguez,NU,34,4,130.56,74.15,764.21,416.86,244.91,62.51,24
17600,Joan,Shipley,EverGreen,11,2,21.12,47.65,141.72,170.6,644.48,40.18,25
17601,Ashley,Dawkins,K,32,1,30.72,134.98,485.84,124.61,924.73,41.75,40
17602,Brian,Lopez,OneStop,26,1,24.96,120.75,229.11,62.68,583.13,22.63,44
17603,Elizabeth,Thompson,Elim,18,1,17.28,175.55,325.54,119.61,819.37,68.57,21
17604,Robert,Watson,Elim,17,4,65.28,160.33,103.68,89.62,352.75,35.32,20
17605,April,Powell,K,10,3,28.8,144.08,277.38,160.51,222.01,22.33,36
17606,Ted,Donaldson,NU,12,4,46.08,43.89,267.74,164.69,171.78,28.18,23
17607,Brittany,Pendleton,OneStop,24,4,92.16,176.62,144.39,54.7,911.8,99.04,13
17608,Thomas,Gundrum,EverGreen,20,3,57.6,18.87,404.42,67.89,216.23,20.21,35
17609,Frances,Moffatt,HomeAssist,21,3,60.48,104.9,361.79,165.51,926.05,53.73,29
17610,William,Mapston,K,32,2,61.44,48.12,418.65,75.36,906.7,49.96,29
17611,Sandra,Morris,EverGreen,11,2,21.12,36.39,54.07,167.28,197.85,12.31,37
17612,Richard,Zuber,K,29,1,27.84,56.1,220.3,105.33,601.88,81.97,12
17613,Anne,Wilkinson,OneStop,11,1,10.56,36.12,371.12,168.31,725.8,30.98,42
17614,Ernesto,Noland,NU,13,1,12.48,154.81,265.83,95.55,933.76,34.52,42
17615,Whitney,Sloan,EverGreen,40,4,153.6,174.97,289.53,497.34,458.09,54.61,26
17616,Darrell,Brumit,NU,17,3,48.96,132.1,276.26,102.18,627.74,39.25,29
17617,Minnie,Treadwell,EverGreen,19,2,36.48,45.36,174.11,86.32,187.24,15.41,32
17618,Scott,Riley,OneStop,29,1,27.84,33.6,309.46,83.23,552.68,21.75,45
17619,Steven,Gray,HomeAssist,30,3,86.4,158.3,467.97,155.66,676.07,29.16,50
17620,Juan,Balmes,HomeAssist,32,2,61.44,135.42,55.82,73.79,178.07,14.77,30
17621,Patrick,Babin,NU,21,4,80.64,42.13,331.0,188.55,824.78,92.43,15
17622,Felecia,Phillips,NU,30,2,57.6,129.07,487.24,105.97,242.24,74.19,13
17623,Earl,Ross,HomeAssist,33,1,31.68,30.78,347.29,122.01,203.22,54.1,13
17624,Julia,Ezzell,Elim,16,3,46.08,96.81,448.91,149.22,251.92,32.65,29
17625,Marilyn,Dalton,K,12,3,34.56,90.58,84.46,186.99,371.55,38.61,19
17626,Rose,Hallberg,OneStop,23,3,66.24,175.67,331.85,190.36,274.24,26.27,37
17627,William,Wilson,EverGreen,40,3,115.2,177.36,287.13,484.89,380.09,41.55,32
17628,Christopher,Madsen,HomeAssist,20,1,19.2,96.8,214.07,126.88,509.33,20.59,46
17629,Jessica,Seley,OneStop,10,4,38.4,126.76,252.95,174.67,947.4,107.27,14
17630,Cory,Braman,HomeAssist,35,2,67.2,46.34,448.21,158.67,977.52,58.24,28
17631,Daniel,Johnson,K,12,4,46.08,17.76,434.16,128.41,475.85,50.29,21
17632,Donald,Leal,NU,35,2,67.2,120.13,242.85,197.72,750.65,32.78,40
17633,Mildred,Rollins,HomeAssist,28,2,53.76,34.18,373.97,172.33,664.55,54.13,23
17634,Tracey,Standifer,Elim,38,1,36.48,28.26,414.39,167.76,480.98,51.97,21
17635,Whitney,Knox,OneStop,26,1,24.96,46.32,162.76,56.43,523.0,20.22,39
17636,Clarence,Hoehn,K,25,3,72.0,182.23,181.19,182.54,372.81,76.56,12
17637,Terrence,Michael,HomeAssist,19,2,36.48,79.36,430.71,174.34,490.84,40.53,29
17638,Celeste,Johnson,NU,11,2,21.12,159.79,101.95,193.18,715.05,32.5,36
17639,Sharon,Hartwell,K,23,4,88.32,10.8,159.89,57.68,985.53,31.94,38
17640,Robert,Simpson,Elim,29,4,111.36,18.91,205.49,419.93,515.65,33.14,35
17641,Heather,Whitaker,K,31,4,119.04,61.86,549.69,135.58,309.58,39.14,27
17642,Carol,Sherry,HomeAssist,11,2,21.12,108.03,125.24,133.05,739.73,42.54,26
17643,Vicki,Nielson,OneStop,20,1,19.2,26.63,304.37,73.69,282.37,16.36,42
17644,Barbara,Terry,NU,24,2,46.08,117.0,303.83,184.6,273.11,31.38,28
17645,Jennifer,Blahnik,Elim,37,1,35.52,66.99,464.22,80.08,654.2,45.2,28
17646,Hope,Hong,HomeAssist,34,3,97.92,165.51,384.94,67.06,260.18,17.91,49
17647,Michael,Dubow,K,38,2,72.96,73.37,413.38,53.58,741.48,28.48,45
17648,Annie,Montilla,NU,35,1,33.6,43.63,450.69,92.54,924.87,62.99,24
17649,Grace,Weibel,OneStop,28,1,26.88,73.57,225.76,88.21,933.32,27.52,48
17650,Isabelle,Reynolds,HomeAssist,32,3,92.16,179.25,124.22,194.43,772.74,24.91,51
17651,Cheryl,Milazzo,Elim,15,1,14.4,110.05,54.5,62.13,923.92,30.28,38
17652,Anna,Lawson,OneStop,32,2,61.44,12.15,225.28,188.22,796.2,87.27,14
17653,Mary,Stribley,HomeAssist,24,2,46.08,180.35,332.15,57.52,683.3,69.63,18
17654,Albert,Ross,NU,21,4,80.64,118.78,334.75,133.22,310.19,52.76,17
17655,James,Pewitt,NU,22,1,21.12,95.17,55.89,82.93,109.28,7.46,46
17656,Anna,Tobias,EverGreen,40,3,115.2,23.03,903.02,476.57,397.55,40.0,45
17657,Virginia,Sutton,NU,15,4,57.6,197.29,183.07,115.4,997.72,42.67,35
17658,Colleen,Rose,K,14,2,26.88,140.3,447.54,192.63,730.44,79.52,19
17659,Terry,Benefield,K,20,2,38.4,48.06,470.57,68.58,110.81,15.17,46
17660,Christopher,Shepherd,OneStop,12,4,46.08,103.64,293.97,160.41,716.77,26.56,48
17661,Andrea,Figueroa,EverGreen,18,1,17.28,194.83,326.75,160.98,181.87,72.04,12
17662,Steven,Wheeler,OneStop,25,3,72.0,196.89,99.51,55.3,605.31,53.17,18
17663,Matthew,Route,Elim,27,4,103.68,199.44,599.4,441.7,268.55,36.81,41
17664,Tina,Armentrout,OneStop,30,4,115.2,133.03,794.04,294.89,818.5,53.7,38
17665,Philip,Schardein,NU,20,1,19.2,127.89,189.69,176.92,992.55,33.8,44
17666,Barbara,Dabe,Elim,29,4,111.36,184.75,254.66,165.1,471.66,63.3,17
17667,Benjamin,Dowe,NU,31,1,29.76,191.26,104.89,171.04,370.38,16.75,50
17668,Billy,Briones,OneStop,10,3,28.8,159.52,165.22,188.76,638.4,71.99,16
